sample_index,mean_speed_mps,speed_std_mps,mean_abs_speed_delta_mps,motion_regime
55,0.111847,0.111847,0.031956285714285715,Hovering-like
56,0.03914645,0.10357177141102444,0.0447388,Hovering-like
57,6.050922700000001,1.8405544494953687,0.7701464857142858,Maneuvering
58,2.3487869999999997,0.5125473437537259,0.223694,Constant-speed-like
59,4.9324527,0.9842536,0.4058448285714284,Constant-speed-like
60,0.47534975,0.32159659477971386,0.13102077142857144,Hovering-like
61,0.0,0.0,0.0,Hovering-like
62,15.166453200000001,0.4619700845699207,0.20771585714285656,Constant-speed-like
63,4.2781477500000005,0.13409984209698947,0.09586885714285717,Constant-speed-like
64,0.79970605,0.3245008975107118,0.19493334285714284,Hovering-like
65,0.02796175,0.07397983672216032,0.031956285714285715,Hovering-like
66,0.08388525,0.15568443517236236,0.06391257142857143,Hovering-like
67,9.090364925,2.7777250863698497,1.1536219142857145,Maneuvering
68,9.42310975,4.44997524920061,2.026028514285714,Maneuvering
69,0.0,0.0,0.0,Hovering-like
70,0.27961749999999996,0.0968623433370781,0.031956285714285715,Hovering-like
71,11.028114200000001,1.0517781691487371,0.552843742857143,Maneuvering
72,2.23694,0.0,0.0,Constant-speed-like
73,13.645334,3.409040782824547,1.406076571428572,Maneuvering
74,5.9949992,0.35404478405729967,0.24606339999999985,Constant-speed-like
75,7.910379075,0.963893883449729,0.4409967428571422,Constant-speed-like
76,3.4952187500000003,0.29459531632383,0.25565028571428566,Constant-speed-like
77,3.201620375,0.9360088788759882,0.6167563142857143,Constant-speed-like
78,12.082272175,2.4791320250047426,0.9874492285714285,Maneuvering
79,0.0,0.0,0.0,Hovering-like
80,7.0910998,2.152408264435225,0.9363191714285712,Maneuvering
81,7.734220049999999,3.1817817725895203,1.9045946285714286,Maneuvering
82,6.4927183500000005,5.106605645659415,2.342395742857143,Maneuvering
83,10.935840425,2.177527452574521,0.9363191714285716,Maneuvering
84,9.2609316,0.7890566060973886,0.31317159999999916,Constant-speed-like
85,3.4113334999999996,1.090551267228474,0.5560393714285716,Maneuvering
86,5.5224456250000005,2.416243078671644,0.971471085714286,Maneuvering
87,0.30757924999999997,0.06497723524848914,0.07669508571428572,Hovering-like
88,0.0,0.0,0.0,Hovering-like
89,10.55276445,2.2118504259224214,0.9554929428571428,Maneuvering
90,1.613392975,0.787345484827572,0.44419237142857143,Constant-speed-like
91,0.0,0.0,0.0,Hovering-like
92,0.02796175,0.07397983672216032,0.031956285714285715,Hovering-like
93,4.82619805,0.11770535113352978,0.03515191428571437,Constant-speed-like
94,8.6905119,3.714533000805167,1.5850317714285713,Maneuvering
95,0.9506994999999999,0.4970589404967483,0.19173771428571426,Hovering-like
96,0.02796175,0.07397983672216032,0.031956285714285715,Hovering-like
97,6.892571375,0.5990278796287654,0.2588459142857144,Constant-speed-like
98,0.0,0.0,0.0,Hovering-like
99,5.26240135,1.7881096410029749,0.7190164285714286,Maneuvering
100,23.26976835,0.9794598313242284,0.3643016571428568,Constant-speed-like
101,19.07550585,2.6341274536622965,1.1951650857142861,Maneuvering
102,4.971599149999999,0.6621446311093427,0.30678034285714295,Constant-speed-like
103,4.72553575,3.3040472742077127,1.8151170285714286,Maneuvering
104,1.5155268499999999,0.387570432364967,0.19173771428571426,Constant-speed-like
105,3.2547477,0.9005593727486656,0.6646907428571428,Constant-speed-like
106,9.43429445,0.9849365194719033,0.4729530285714284,Constant-speed-like
107,8.989702625,1.275812872637443,0.5368655999999998,Maneuvering
108,0.223694,0.15817554431074357,0.09586885714285713,Hovering-like
109,4.127154300000001,1.4434330941089546,0.6039738000000001,Maneuvering
110,4.8541598,0.11015651985574905,0.03834754285714289,Constant-speed-like
111,4.5018417500000005,3.132589682817946,1.3102077142857145,Maneuvering
112,0.32994864999999995,0.09734545029079429,0.08308634285714286,Hovering-like
113,0.0,0.0,0.0,Hovering-like
114,0.0,0.0,0.0,Hovering-like
115,6.378075175,2.164591652688625,0.811689657142857,Maneuvering
116,0.0,0.0,0.0,Hovering-like
117,0.6151584999999999,0.14795967344432062,0.15978142857142855,Hovering-like
118,5.665050549999999,3.367203114998342,1.3517508857142855,Maneuvering
119,13.8802127,3.9695129020760485,1.4572066285714285,Maneuvering
120,10.415751875,1.1167875343513958,0.7349945714285716,Maneuvering
121,7.49934135,2.504367723006691,1.0289924000000004,Maneuvering
122,0.111847,0.111847,0.031956285714285715,Hovering-like
123,4.8206057,0.92088872727171,0.6423213428571429,Constant-speed-like
124,9.92642125,1.4407764831614018,0.6071694285714287,Maneuvering
125,0.02796175,0.07397983672216032,0.06391257142857143,Hovering-like
126,0.0,0.0,0.0,Hovering-like
127,12.529660175,0.7238529679232746,0.3227584857142851,Constant-speed-like
128,0.06151585,0.16275564078875268,0.07030382857142857,Hovering-like
129,9.873293925,0.4912283441384259,0.19493334285714298,Constant-speed-like
130,1.5323039,0.9647411594980282,0.8340590571428572,Constant-speed-like
131,8.41648675,0.4022995262909687,0.15978142857142874,Constant-speed-like
132,1.565858,0.782929,0.5752131428571429,Constant-speed-like
133,2.558500125,1.4628859678536121,1.1312525142857144,Maneuvering
134,2.7066974,0.32647064493562045,0.29399782857142853,Constant-speed-like
135,0.22649017500000002,0.3777113927657126,0.16297705714285712,Hovering-like
136,0.4250186,0.5946853557406891,0.22688962857142855,Hovering-like
137,1.3533487000000002,0.6105657966085228,0.21730274285714296,Constant-speed-like
138,5.908317775,2.513459606141984,1.044970542857143,Maneuvering
139,4.0628422749999995,0.19848903834650283,0.1374120285714286,Constant-speed-like
140,12.91273615,2.1530402243665865,0.9746667142857147,Maneuvering
141,0.0559235,0.0968623433370781,0.031956285714285715,Hovering-like
142,0.22369399999999998,0.15817554431074357,0.15978142857142855,Hovering-like
143,0.288006025,0.3428137918650946,0.223694,Hovering-like
144,0.0671082,0.1183677387554565,0.0447388,Hovering-like
145,7.423844625,1.410799836735997,0.8660153428571433,Maneuvering
146,12.585583675,2.143174656029671,0.878797857142857,Maneuvering
147,1.3952913249999999,0.8154050949029686,0.3898666857142858,Constant-speed-like
148,6.450775725,1.7108912629379107,0.703038285714286,Maneuvering
149,2.9807225500000003,1.7655094120966923,0.7829290000000002,Maneuvering
150,5.321121025,0.43367763815959487,0.24925902857142848,Constant-speed-like
151,0.19573225,0.07397983672216032,0.031956285714285715,Hovering-like
152,4.1663007499999996,0.4994128239412133,0.1917377142857142,Constant-speed-like
153,2.2928634999999997,2.2250245212383053,0.7989071428571428,Maneuvering
154,0.0,0.0,0.0,Hovering-like
155,0.08388525,0.10829539208081523,0.031956285714285715,Hovering-like
156,7.77895885,3.850701516376369,1.5498798571428574,Maneuvering
157,9.09875345,1.6900651658555792,0.6519082285714284,Maneuvering
158,7.5217107500000004,1.0124316056282212,0.4154317142857144,Maneuvering
159,8.648569275,1.0883085246424788,0.7509727142857142,Maneuvering
160,7.28683205,3.9285492530873225,3.262736771428571,Maneuvering
161,19.04195175,1.752244877705864,0.7669508571428574,Maneuvering
162,2.56688865,2.4156557009180153,0.9043628857142858,Maneuvering
163,8.835913,3.3065877776744412,1.5019454285714287,Maneuvering
164,4.733924275,0.07982577668873259,0.03515191428571437,Constant-speed-like
165,0.0,0.0,0.0,Hovering-like
166,11.970425175,1.9809059681427197,0.7957115142857144,Maneuvering
167,0.13980874999999998,0.10829539208081523,0.09586885714285713,Hovering-like
168,6.7779282,1.3330923768301055,0.6678863714285715,Maneuvering
169,0.27402515,0.24549078885542222,0.09586885714285713,Hovering-like
170,9.83694365,3.7232075495414647,1.5690536285714285,Maneuvering
171,0.0,0.0,0.0,Hovering-like
172,0.1677705,0.24376488506909683,0.09586885714285713,Hovering-like
173,2.429876075,0.9608391308588393,0.7829290000000001,Constant-speed-like
174,0.0,0.0,0.0,Hovering-like
175,0.0559235,0.0968623433370781,0.031956285714285715,Hovering-like
176,7.4378255,4.159836383082072,1.7575957142857142,Maneuvering
177,1.1743935,0.885994865061164,0.35151914285714286,Constant-speed-like
178,7.437825499999999,3.341867826588111,1.2782514285714286,Maneuvering
179,4.949229750000001,0.34359973649937137,0.12782514285714278,Constant-speed-like
180,0.0,0.0,0.0,Hovering-like
181,2.491391925,1.1995786285119618,0.45058362857142853,Maneuvering
182,0.0,0.0,0.0,Hovering-like
183,0.0,0.0,0.0,Hovering-like
184,4.194262500000001,0.26819968419397894,0.1597814285714286,Constant-speed-like
185,11.131572675,1.5485029323454602,0.6359300857142856,Maneuvering
186,0.41942625,0.28378076872021735,0.09586885714285713,Hovering-like
187,4.58013465,3.0209820867630675,1.6904875142857143,Maneuvering
188,1.789552,0.4009367850492769,0.14380328571428577,Constant-speed-like
189,0.6263432,0.2778221844877223,0.22688962857142855,Hovering-like
190,5.256809,2.2546535393628084,1.0066229999999998,Maneuvering
191,0.19013990000000003,0.2853742834815184,0.11504262857142858,Hovering-like
192,5.743343449999999,3.7760539431527826,2.7194799142857145,Maneuvering
193,1.006623,0.5125473437537258,0.2556502857142857,Constant-speed-like
194,0.13980874999999998,0.15568443517236236,0.06391257142857143,Hovering-like
195,5.312732499999999,0.7967872263074689,0.5113005714285713,Constant-speed-like
196,6.534660975,0.6606018916929725,0.4569748857142853,Constant-speed-like
197,3.0422384,1.2444706603348268,0.5432568571428572,Maneuvering
198,0.1677705,0.24376488506909683,0.09586885714285713,Hovering-like
199,8.391321175,0.528580626891853,0.1917377142857141,Constant-speed-like
200,6.699635300000001,1.300603162200131,1.0929049714285717,Maneuvering
201,23.29213775,1.0552069458341187,0.45377925714285744,Maneuvering
202,2.8409138,0.4413352800741518,0.32914974285714277,Constant-speed-like
203,0.0,0.0,0.0,Hovering-like
204,4.2725554,2.650136720254406,0.955492942857143,Maneuvering
205,1.205151425,0.5379640139011015,0.3706929142857143,Constant-speed-like
206,0.22928635,0.19684754250276404,0.07030382857142857,Hovering-like
207,4.362033,0.5502144891747219,0.3035847142857143,Constant-speed-like
208,2.782194125,0.5093568745271132,0.5464524857142857,Constant-speed-like
209,12.143788025000001,0.750162214817058,0.4122360857142855,Constant-speed-like
210,2.37674875,1.3504222621185928,0.6678863714285714,Maneuvering
211,5.226051075,1.9524571002380413,0.7957115142857145,Maneuvering
212,2.62281215,0.9912667142592996,0.8276678000000002,Constant-speed-like
213,0.0,0.0,0.0,Hovering-like
214,2.189405025,0.9393441845453584,0.7541683428571428,Constant-speed-like
215,0.0,0.0,0.0,Hovering-like
216,0.0,0.0,0.0,Hovering-like
217,4.5353958500000005,1.3849057049667164,0.6103650571428573,Maneuvering
218,3.31626355,0.9834748113527653,0.8084940285714286,Constant-speed-like
219,0.782929,0.418493153738505,0.15978142857142855,Hovering-like
220,3.2016203749999996,2.356084001132403,1.5434885999999997,Maneuvering
221,9.68035785,0.12789253288315025,0.0639125714285717,Constant-speed-like
222,9.845332175000001,0.4875858969796137,0.19173771428571434,Constant-speed-like
223,0.11743935,0.1702684612321304,0.07030382857142857,Hovering-like
224,3.8195750499999996,0.19038646146083343,0.14699891428571407,Constant-speed-like
225,5.360267475,0.6949774696397429,0.3547147714285716,Constant-speed-like
226,2.2928635,1.2828807019236201,0.7605596,Maneuvering
227,0.0,0.0,0.0,Hovering-like
228,0.3914645,0.39937367272361607,0.28760657142857143,Hovering-like
229,0.0,0.0,0.0,Hovering-like
230,11.640476525,2.2254443970201705,1.0098186285714288,Maneuvering
231,5.3127325,0.7967872263074689,0.6071694285714285,Constant-speed-like
232,3.8167788750000007,2.3603410709902755,1.1632088,Maneuvering
233,8.844301525,3.2925396967888902,1.5051410571428572,Maneuvering
234,1.39249515,0.13595277748835255,0.07030382857142858,Constant-speed-like
235,7.9970605,1.7604803070695647,0.7669508571428569,Maneuvering
236,0.0,0.0,0.0,Hovering-like
237,4.068434625,3.2963464178550352,1.3805115428571428,Maneuvering
238,0.0559235,0.0968623433370781,0.031956285714285715,Hovering-like
239,0.6598973,0.09686234333707813,0.03195628571428572,Hovering-like
240,5.00515325,0.2725374267709622,0.09586885714285717,Constant-speed-like
241,0.08388525,0.10829539208081523,0.031956285714285715,Hovering-like
242,10.099784099999999,2.0632967556793154,1.0417749142857142,Maneuvering
243,6.48153365,0.5400890005169128,0.19493334285714298,Constant-speed-like
244,0.0,0.0,0.0,Hovering-like
245,0.08388525,0.10829539208081523,0.031956285714285715,Hovering-like
246,5.40780245,1.7723691494537663,0.782929,Maneuvering
247,1.8119214,2.6840017597585026,1.2622732857142858,Maneuvering
248,0.0,0.0,0.0,Hovering-like
249,11.9117055,1.7245849928286372,0.7669508571428574,Maneuvering
250,0.0,0.0,0.0,Hovering-like
251,12.865201175,0.15230814249101834,0.09267322857142853,Constant-speed-like
252,1.03458475,0.8365191088319128,0.41543171428571435,Constant-speed-like
253,2.6955127,1.2651077405768492,0.6199519428571431,Maneuvering
254,0.2684328,0.12046290563671457,0.10865137142857141,Hovering-like
255,2.93598375,1.325457737350172,0.5113005714285714,Maneuvering
256,1.160412625,0.6438189142473094,0.2812153142857143,Constant-speed-like
257,0.0,0.0,0.0,Hovering-like
258,0.0,0.0,0.0,Hovering-like
259,16.31288495,0.8810924458103239,0.7286033142857141,Constant-speed-like
260,3.637823675,1.150064432055413,0.5400612285714287,Maneuvering
261,0.0,0.0,0.0,Hovering-like
262,0.97866125,1.0547919301634505,0.447388,Hovering-like
263,0.0,0.0,0.0,Hovering-like
264,9.683154025,1.82411578852008,0.8276677999999998,Maneuvering
265,9.36718625,0.5750883000682917,0.2556502857142863,Constant-speed-like
266,0.48653445,0.5282625100802323,0.3163672285714285,Hovering-like
267,0.0,0.0,0.0,Hovering-like
268,2.572481,1.194199171254946,0.4793442857142858,Maneuvering
269,13.309792999999999,1.6814291000318748,0.671082,Maneuvering
270,5.620311750000001,0.3435997364993716,0.25565028571428566,Constant-speed-like
271,1.565858,0.5125473437537259,0.19173771428571432,Constant-speed-like
272,0.53127325,0.08499636132622092,0.07669508571428572,Hovering-like
273,10.359828375,3.7214379109438265,1.549879857142857,Maneuvering
274,0.20132460000000002,0.12252224977856063,0.0447388,Hovering-like
275,0.12303170000000002,0.12604516765600338,0.07669508571428572,Hovering-like
276,5.575572950000001,0.3143179310070893,0.12462951428571412,Constant-speed-like
277,0.0,0.0,0.0,Hovering-like
278,0.0,0.0,0.0,Hovering-like
279,1.4484186499999998,0.6733848930572525,0.4793442857142856,Constant-speed-like
280,3.9118488250000008,1.5213838883909594,0.6007781714285715,Maneuvering
281,0.0,0.0,0.0,Hovering-like
282,0.25724810000000004,0.04331815683232609,0.025565028571428568,Hovering-like
283,3.5567345999999995,1.4407005080103497,0.7158208,Maneuvering
284,13.337754749999998,0.7243118801420682,0.3195628571428572,Constant-speed-like
285,0.0,0.0,0.0,Hovering-like
286,0.08388525,0.10829539208081525,0.06391257142857143,Hovering-like
287,8.844301524999999,1.770221711921947,0.7797333714285716,Maneuvering
288,0.4585727,0.01937246866741561,0.0063912571428571385,Hovering-like
289,0.0,0.0,0.0,Hovering-like
290,0.16217815000000002,0.1303149551575624,0.0447388,Hovering-like
291,6.025757125,0.43475800762649464,0.2588459142857143,Constant-speed-like
292,10.066230000000001,2.101622689727067,0.843645942857143,Maneuvering
293,11.058872125,1.0945551945175263,0.5081049428571429,Maneuvering
294,6.40324075,3.159311504083508,1.3134033428571428,Maneuvering
295,2.8772640750000003,2.7039445986179933,1.425250342857143,Maneuvering
296,1.03458475,0.48672725145397133,0.223694,Constant-speed-like
297,9.36718625,2.358162106273495,1.466793514285714,Maneuvering
298,1.551877125,0.7057835946745641,0.5848000285714285,Constant-speed-like
299,1.69448205,1.0011868487073967,0.7349945714285715,Maneuvering
300,2.0132460000000005,0.7074709562053343,0.3706929142857143,Constant-speed-like
301,6.923329300000001,2.483356045678674,1.0705355714285714,Maneuvering
302,0.1677705,0.0968623433370781,0.06391257142857143,Hovering-like
303,9.57969555,0.7294748457351612,0.319562857142857,Constant-speed-like
304,6.719208525,2.3392322763526816,0.9522973142857142,Maneuvering
305,6.71082,0.4239871787534739,0.23008525714285735,Constant-speed-like
306,2.2033859,1.2380710157922161,0.5848000285714284,Maneuvering
307,0.0,0.0,0.0,Hovering-like
308,3.6965433500000002,1.26795976935633,0.5176918285714286,Maneuvering
309,0.0,0.0,0.0,Hovering-like
310,0.0559235,0.0968623433370781,0.06391257142857143,Hovering-like
311,6.10125385,2.741135861631677,1.175991314285714,Maneuvering
312,2.36556405,2.0363450401827285,0.7062339142857142,Maneuvering
313,0.3019869,0.09155071514756179,0.06391257142857143,Hovering-like
314,1.2023552499999999,0.29459531632383007,0.223694,Constant-speed-like
315,3.704931875,1.873693896245363,1.3485552571428574,Maneuvering
316,0.111847,0.111847,0.031956285714285715,Hovering-like
317,13.279035075,1.744237290070984,0.7669508571428574,Maneuvering
318,13.48315585,0.626118467048799,0.2908022000000002,Constant-speed-like
319,0.830463975,0.26783503455669194,0.11823825714285714,Hovering-like
320,3.8810909000000002,2.7175368712841896,1.1759913142857144,Maneuvering
321,2.032819225,0.46459438434796474,0.20132460000000005,Constant-speed-like
322,1.585431225,0.8441624076083075,0.5113005714285714,Constant-speed-like
323,13.279035075,2.4663452321261956,1.0481661714285715,Maneuvering
324,0.0559235,0.0968623433370781,0.031956285714285715,Hovering-like
325,9.037237600000001,2.330232326741378,0.9491016857142854,Maneuvering
326,0.8696104250000001,0.978609319657934,0.7030382857142857,Hovering-like
327,0.0,0.0,0.0,Hovering-like
328,3.906256475,1.7569215524821022,0.821276542857143,Maneuvering
329,3.7972056499999995,0.2291499106246333,0.15658579999999983,Constant-speed-like
330,0.0,0.0,0.0,Hovering-like
331,0.0,0.0,0.0,Hovering-like
332,0.02796175,0.07397983672216032,0.031956285714285715,Hovering-like
333,8.5674802,0.6501572887464306,0.5017136857142853,Constant-speed-like
334,2.189405025,0.622078243666168,0.25884591428571424,Constant-speed-like
335,0.0,0.0,0.0,Hovering-like
336,0.671082,0.418493153738505,0.5752131428571429,Hovering-like
337,7.8824173250000005,1.5518922393858567,0.8500372,Maneuvering
338,5.06107675,3.73966846335326,2.0452022857142853,Maneuvering
339,11.657253574999999,1.3147821796244552,0.5464524857142854,Maneuvering
340,4.725535750000001,1.7829951910172526,0.7701464857142858,Maneuvering
341,5.430171850000001,0.5964445118310984,0.24286777142857133,Constant-speed-like
342,2.09713125,1.0185909421764643,0.41543171428571435,Maneuvering
343,8.430467625,4.445231463408462,1.8918121142857145,Maneuvering
344,0.9423109750000002,0.8549119296607074,0.5368655999999999,Hovering-like
345,0.92273775,1.242647351241871,0.5752131428571428,Hovering-like
346,0.5871967499999999,0.5585355188006735,0.4154317142857143,Hovering-like
347,0.0,0.0,0.0,Hovering-like
348,0.0,0.0,0.0,Hovering-like
349,3.9454029250000002,0.19943217114094047,0.16617268571428565,Constant-speed-like
350,1.4512148249999999,1.169987918456936,0.5144961999999998,Maneuvering
351,20.49596275,2.1628372956611734,0.9586885714285717,Maneuvering
352,9.8872748,0.4785953910128994,0.2364765142857144,Constant-speed-like
353,5.309936325,1.8081871611261955,0.7509727142857143,Maneuvering
354,4.306109500000001,0.38339220004552776,0.1597814285714286,Constant-speed-like
355,12.5939722,4.722089738292374,3.35541,Maneuvering
356,6.031349475,1.70510513059197,0.7573639714285714,Maneuvering
357,0.894776,0.6710820000000001,0.4793442857142857,Hovering-like
358,4.8010324749999995,2.9546018356367143,1.1727956857142858,Maneuvering
359,15.826350499999998,0.934106611034174,0.4154317142857146,Constant-speed-like
360,0.111847,0.111847,0.09586885714285713,Hovering-like
361,3.2156012499999997,1.8308007860357,1.0545574285714285,Maneuvering
362,0.0,0.0,0.0,Hovering-like
363,6.62693475,2.2974623468372526,0.8628197142857141,Maneuvering
364,2.348787,0.4745266329322308,0.19173771428571434,Constant-speed-like
365,5.06107675,0.27253742677096204,0.09586885714285717,Constant-speed-like
366,0.223694,0.2739680792610701,0.12782514285714286,Hovering-like
367,3.9426067500000004,3.4337347780686365,1.335772742857143,Maneuvering
368,0.08388525,0.10829539208081525,0.06391257142857143,Hovering-like
369,4.3061095,3.250266892098604,1.2590776571428568,Maneuvering
370,2.7262706250000006,1.8087232571982939,1.0321880285714287,Maneuvering
371,3.939810575,1.9808743920575467,0.8021027714285714,Maneuvering
372,2.9639455000000003,1.059599069911705,0.7349945714285715,Maneuvering
373,2.125093,2.0287208318447862,2.8121531428571425,Maneuvering
374,6.03414565,2.18186952504416,0.9203410285714286,Maneuvering
375,5.73215875,0.6515747757878122,0.2556502857142858,Constant-speed-like
376,2.5724810000000002,2.3709717397435024,0.9459060571428572,Maneuvering
377,0.0,0.0,0.0,Hovering-like
378,9.23296985,3.9605644944730627,1.623379314285714,Maneuvering
379,1.054157975,0.6606965694041588,0.29399782857142853,Constant-speed-like
380,4.594115524999999,0.14835546462874033,0.06710819999999997,Constant-speed-like
381,1.342164,0.6425120983273389,0.2556502857142857,Constant-speed-like
382,9.906848025,1.6310283159057246,0.7190164285714286,Maneuvering
383,16.36880845,0.8895704580047717,0.34512788571428615,Constant-speed-like
384,1.210743775,1.0098760641901037,0.447388,Maneuvering
385,7.214131500000001,1.368698386605957,0.6391257142857143,Maneuvering
386,4.3284789,2.8923210337420158,1.2079476000000002,Maneuvering
387,4.05445375,2.551576718211984,1.0545574285714285,Maneuvering
388,4.6192811,2.7125145877427905,1.3293814857142858,Maneuvering
389,3.5231805,0.3492421455634328,0.2876065714285714,Constant-speed-like
390,0.0,0.0,0.0,Hovering-like
391,12.675061275000001,0.39558712255577694,0.1725639428571427,Constant-speed-like
392,0.64312025,0.13409984209698944,0.15978142857142855,Hovering-like
393,6.305374625000001,1.7445420754295196,0.8979716285714288,Maneuvering
394,0.0,0.0,0.0,Hovering-like
395,4.325682725,1.2683635963724165,0.6742776285714287,Maneuvering
396,2.4606339999999998,1.5294847215591922,1.0865137142857142,Maneuvering
397,2.43267225,0.3233423068525329,0.17256394285714288,Constant-speed-like
398,0.0,0.0,0.0,Hovering-like
399,0.13980874999999998,0.15568443517236236,0.06391257142857143,Hovering-like
400,0.0,0.0,0.0,Hovering-like
401,0.0,0.0,0.0,Hovering-like
402,9.548937625,1.692309699855433,0.6966470285714286,Maneuvering
403,8.58425725,1.0765092178663576,0.5081049428571427,Maneuvering
404,0.6598973,0.10669523786088116,0.09586885714285717,Hovering-like
405,0.0,0.0,0.0,Hovering-like
406,9.241358375,1.5404234409478244,0.6742776285714287,Maneuvering
407,0.0,0.0,0.0,Hovering-like
408,5.902725425,0.34171729661868794,0.2588459142857143,Constant-speed-like
409,0.0,0.0,0.0,Hovering-like
410,0.0,0.0,0.0,Hovering-like
411,2.6843280000000003,2.192885870632487,0.8564284571428571,Maneuvering
412,0.0,0.0,0.0,Hovering-like
413,3.755263025,1.3204312871311192,0.5784087714285715,Maneuvering
414,0.0559235,0.0968623433370781,0.06391257142857143,Hovering-like
415,1.342164,0.5337106328179436,0.2204983714285714,Constant-speed-like
416,9.59088025,0.4802588277204679,0.19173771428571434,Constant-speed-like
417,15.571898574999999,1.1995525570918493,0.6998426571428565,Maneuvering
418,5.50846475,0.43227816469483815,0.2876065714285715,Constant-speed-like
419,13.56144875,2.508310805953667,1.0226011428571427,Maneuvering
420,0.02796175,0.07397983672216032,0.06391257142857143,Hovering-like
421,0.0,0.0,0.0,Hovering-like
422,2.71228975,1.3488465333559774,0.5752131428571429,Maneuvering
423,0.0,0.0,0.0,Hovering-like
424,0.0,0.0,0.0,Hovering-like
425,5.0331150000000004,1.1677169621021182,0.8308634285714286,Maneuvering
426,10.555560625,0.8941772434543415,0.36110602857142865,Constant-speed-like
427,11.212661749999999,0.37825954282798624,0.15978142857142835,Constant-speed-like
428,0.13980874999999998,0.1877397789357852,0.07030382857142857,Hovering-like
429,5.983814500000001,0.36671491331380274,0.2876065714285714,Constant-speed-like
430,3.268728575,2.1391579413546173,1.1216656285714286,Maneuvering
431,0.46416504999999997,0.021659078416163033,0.0063912571428571385,Hovering-like
432,2.6284045,0.09686234333707795,0.09586885714285698,Constant-speed-like
433,1.4008836750000002,0.9160492922987766,0.5240830857142857,Constant-speed-like
434,6.07888445,1.515918882874271,0.6646907428571429,Maneuvering
435,0.13980874999999998,0.10829539208081523,0.06391257142857143,Hovering-like
436,0.0,0.0,0.0,Hovering-like
437,12.795296800000001,1.4801461969204825,0.6007781714285715,Maneuvering
